Date,Recommended,Baseline
2018-10-10 23:59:59,201.40330874150385,211.52063666373684
2018-10-11 00:00:00,195.78509482573764,205.60286559788793
2018-10-11 23:59:59,195.78513165310696,205.60291842304326
2018-10-12 00:00:00,195.94419015304587,205.73397047887403
2018-10-12 23:59:59,195.9448668559567,205.73494114110338
2018-10-13 23:59:59,195.9436492510593,205.733194609405
2018-10-14 23:59:59,195.94569317005528,205.7361264055263
2018-10-15 00:00:00,195.98873902712592,205.80432440386036
2018-10-15 23:59:59,195.99115352152546,205.80778775310725
2018-10-16 00:00:00,199.8138124548008,209.81752243235366
2018-10-16 23:59:59,199.81257643621876,209.8157494880776
2018-10-17 00:00:00,203.96488818545032,214.20083534154486
2018-10-17 23:59:59,203.96276140487342,214.19778468882402
2018-10-18 00:00:00,203.94196296486987,214.20064498856527
2018-10-18 23:59:59,203.94258442672677,214.20153641306163
2018-10-19 00:00:00,203.34581454722195,213.55619129421743
2018-10-19 23:59:59,203.34399389415233,213.55357975060036
2018-10-20 23:59:59,203.34386730007037,213.55339816412888
2018-10-21 23:59:59,203.3453565068163,213.5555342813479
2018-10-22 00:00:00,202.8339964941447,213.00964685853128
2018-10-22 23:59:59,202.83316787833556,213.00845829253615
2018-10-23 00:00:00,203.22386386594115,213.41064474298042
2018-10-23 23:59:59,203.2241607866061,213.41107064579535
2018-10-24 00:00:00,201.01073635889725,211.1126696833707
2018-10-24 23:59:59,201.01060516139412,211.1124814937548
2018-10-25 00:00:00,202.51874201180368,212.68089529952277
2018-10-25 23:59:59,202.51827016113458,212.68021847722
2018-10-26 00:00:00,200.3100307889955,210.36742701116444
2018-10-26 23:59:59,200.31087321506817,210.3686353865928
2018-10-27 23:59:59,200.3100929351812,210.36751615361408
2018-10-28 23:59:59,200.3107443192756,210.36845049854915
2018-10-29 00:00:00,201.08265432966144,211.20225352349144
2018-10-29 23:59:59,201.08203286780457,211.20136209899508
2018-10-30 00:00:00,205.69595701450623,216.06373548960988
2018-10-30 23:59:59,205.6951076833018,216.0625172094649
2018-10-31 00:00:00,204.68728339172966,214.97264063142387
2018-10-31 23:59:59,204.68537435297375,214.96990230743398
2018-11-01 00:00:00,205.92881567342184,216.26555185447967
2018-11-01 23:59:59,205.92792168903216,216.2642695238338
2018-11-02 00:00:00,205.50361450386754,215.88735770982134
2018-11-02 23:59:59,205.5053331911584,215.88982299378958
2018-11-03 23:59:59,205.50621267477143,215.89108452453053
2018-11-04 23:59:59,205.50480379772475,215.88906363218157
2018-11-05 00:00:00,207.59964267196983,218.1272691282277
2018-11-05 23:59:59,207.59989102654154,218.12762536786903
2018-11-06 00:00:00,208.16453574615085,218.7128392798692
2018-11-06 23:59:59,208.1649436092658,218.71342431846458
2018-11-07 00:00:00,211.39079199181916,222.0868856844688
2018-11-07 23:59:59,211.3916620384188,222.08813367876368
2018-11-08 00:00:00,212.15982635942842,222.90551242600668
2018-11-08 23:59:59,212.1597204807417,222.90536055368509
2018-11-09 00:00:00,212.1563303966979,222.92106899619938
2018-11-09 23:59:59,212.15729711514194,222.92245565652703
2018-11-10 23:59:59,212.15796921463163,222.92341971561197
2018-11-11 23:59:59,212.1575203810683,222.92277590903126
2018-11-12 00:00:00,212.40391534388786,223.2321215621137
2018-11-12 23:59:59,212.40487976062133,223.23350492086914
2018-11-13 00:00:00,211.0248817646157,221.78698288606586
2018-11-13 23:59:59,211.02479429961363,221.78685742632194
2018-11-14 00:00:00,210.32476618177395,221.07441177717087
2018-11-14 23:59:59,210.32712543511954,221.07779588868476
2018-11-15 00:00:00,210.75611980583662,221.50824825322977
2018-11-15 23:59:59,210.75502419160003,221.50667670485842
2018-11-16 00:00:00,212.92801233798403,223.78890005572885
2018-11-16 23:59:59,212.930765183839,223.79284873609043
2018-11-17 23:59:59,212.92589706596004,223.78586591086906
2018-11-18 23:59:59,212.92653233808042,223.78677714479866
2018-11-19 00:00:00,215.31051184742765,226.33855054700766
2018-11-19 23:59:59,215.3124245689205,226.34129415351308
2018-11-20 00:00:00,213.338850224615,224.3018715416837
2018-11-20 23:59:59,213.33879498356103,224.3017923039507
2018-11-21 00:00:00,206.92748021162527,217.53913639345188
2018-11-21 23:59:59,206.92620506396338,217.5373073224483
2018-11-22 23:59:59,206.92737203122797,217.53898121955808
2018-11-23 00:00:00,207.2042320100111,217.85259410677577
2018-11-23 23:59:59,207.20449210330676,217.85296718443536
2018-11-24 23:59:59,207.2050330052933,217.8537430539044
2018-11-25 23:59:59,207.20572351846764,217.854733525567
2018-11-26 00:00:00,206.0053120042222,216.57718210183825
2018-11-26 23:59:59,206.00794746283748,216.58096240201718
2018-11-27 00:00:00,208.6603545745857,219.38094174500117
2018-11-27 23:59:59,208.65452894510506,219.372585465741
2018-11-28 00:00:00,213.3825722374564,224.3282925262409
2018-11-28 23:59:59,213.38246635876968,224.3281406539193
2018-11-29 00:00:00,212.51369611707034,223.41829977646572
2018-11-29 23:59:59,212.5143766750863,223.41927596845542
2018-11-30 00:00:00,214.00835605667,225.0000025458097
2018-11-30 23:59:59,214.00738932849663,224.9986158715263
2018-12-01 23:59:59,214.00688310776215,224.99788974882338
2018-12-02 23:59:59,214.0079358700677,224.99939983041185
2018-12-03 00:00:00,213.11099538933283,224.0232380011245
2018-12-03 23:59:59,213.11029973617408,224.02224015667147
2018-12-04 00:00:00,212.72858784337657,223.65855463633693
2018-12-04 23:59:59,212.72928897872424,223.65956034443832
2018-12-05 23:59:59,212.7294818658135,223.65983702155776
2018-12-06 00:00:00,212.52724718582334,223.45594009950742
2018-12-06 23:59:59,212.52831354091296,223.45746967857676
2018-12-07 00:00:00,211.74430748534266,222.66026929261935
2018-12-07 23:59:59,211.74270598176727,222.65797209689885
2018-12-08 23:59:59,211.74520914975798,222.66156263948915
2018-12-09 23:59:59,211.74430447404694,222.66026497321866
2018-12-10 00:00:00,211.51684768813854,222.4149845677326
2018-12-10 23:59:59,211.51832991298377,222.41711067011767
2018-12-11 00:00:00,213.2853329939192,224.28586354949965
2018-12-11 23:59:59,213.28433019231568,224.2844251315107
2018-12-12 00:00:00,214.15355650042486,225.1991605754876
2018-12-12 23:59:59,214.15411690056538,225.1999644130965
2018-12-13 00:00:00,215.24536760554082,226.3423042951889
2018-12-13 23:59:59,215.24378918663567,226.34004021210484
2018-12-14 00:00:00,193.83831164295952,203.78457634163587
2018-12-14 23:59:59,193.8386290575491,203.7850316409234
2018-12-15 23:59:59,193.83417487984383,203.77864257122656
2018-12-16 23:59:59,193.8374020470452,203.7832716178289
2018-12-17 00:00:00,188.2678927921338,197.91510655492777
2018-12-17 23:59:59,188.2684157456068,197.91585667906028
2018-12-18 00:00:00,190.13981060927895,199.87986627896106
2018-12-18 23:59:59,190.13880261960364,199.87842041920524
